Time (s),Uncertainty (s)
7.625403713967183,0.05
7.873047254982328,0.05
7.854162708927492,0.05
7.731722267818148,0.05
7.7916843271554095,0.05
7.692085501529608,0.05
7.715357184205643,0.05
7.438698877571874,0.05
7.672452472691925,0.05
7.540993694937247,0.05
7.505000354715876,0.05
7.865815290281202,0.05
7.639512885195566,0.05
7.739976640834297,0.05
7.74060430593335,0.05
8.004709294520614,0.05
7.924896842784899,0.05
7.93629491961875,0.05
7.995592050781622,0.05
7.54156698308877,0.05
7.5569051058597045,0.05
7.710689907826462,0.05
7.595727434311519,0.05
7.67198155995383,0.05
7.6300020345391495,0.05
7.6190419024031,0.05
7.655990081419487,0.05
7.782876436259598,0.05
7.603142444922005,0.05
7.801032419657962,0.05
8.057825966227515,0.05
7.665434740715175,0.05
7.706829179533541,0.05
7.861377812342047,0.05
7.900194995811969,0.05
7.810969754195207,0.05
7.768581310260798,0.05
7.620747745535161,0.05
7.639879362996004,0.05
7.937575267168485,0.05
7.960752265553948,0.05
7.662198138638643,0.05
7.421294192259225,0.05
7.760436329891396,0.05
7.611734421391428,0.05
7.873617358599872,0.05
7.728011294359336,0.05
7.632253873611332,0.05
7.7288127543232115,0.05
7.510102846983438,0.05
7.552312607674356,0.05
7.564375530410274,0.05
7.698737018599975,0.05
7.620995879148969,0.05
7.718032625326875,0.05
7.556232729644505,0.05
7.796788506280419,0.05
7.712721196842039,0.05
7.820657819551075,0.05
7.3589647540295875,0.05
7.618107325937468,0.05
7.528126871545542,0.05
7.569421559841638,0.05
7.646749770665633,0.05
7.908242819786921,0.05
7.859873774900167,0.05
7.656387401091711,0.05
7.861521059704023,0.05
7.623002467496617,0.05
7.577392951587338,0.05
7.731513106012551,0.05
7.508294589356924,0.05
7.739986809772083,0.05
7.835977138616643,0.05
7.589815649925049,0.05
7.67900743818793,0.05
7.642147551541202,0.05
7.716340754778739,0.05
7.903728421108608,0.05
7.669625556989396,0.05
7.876550536910343,0.05
7.6288152029234455,0.05
7.586712614531525,0.05
7.806742175399449,0.05
7.46885128387002,0.05
7.612307309192318,0.05
7.708855866153624,0.05
7.804674187432851,0.05
7.8826499244717665,0.05
7.958655172488365,0.05
7.667132720370494,0.05
7.839119440345307,0.05
7.7300385876383855,0.05
7.600814678186193,0.05
7.64622636149998,0.05
7.620616466208901,0.05
7.508734525587485,0.05
7.6480906257163905,0.05
7.900875569884676,0.05
7.64369481198755,0.05
7.780168844958689,0.05
7.673010965846921,0.05
7.472341940880438,0.05
7.688799351730647,0.05
8.09491053739653,0.05
7.826093681142519,0.05
7.658437123060127,0.05
7.8189895699060985,0.05
7.815189428903481,0.05
7.708357501378462,0.05
7.596128274805557,0.05
7.806744077616378,0.05
7.618855760471712,0.05
7.63939340358219,0.05
7.628214232552341,0.05
7.764483449510592,0.05
7.9467949237265785,0.05
7.725248033074501,0.05
7.832664576454777,0.05
7.5302417109478075,0.05
7.678635567433152,0.05
7.501508860009054,0.05
7.979494843965775,0.05
7.528252599942748,0.05
7.7563157955380575,0.05
7.575842746159802,0.05
7.733622819623281,0.05
7.962623029024607,0.05
7.634480530780909,0.05
7.719706267964813,0.05
7.633203737359159,0.05
7.819768402172632,0.05
7.594362554089835,0.05
7.526565599843643,0.05
7.67137037412593,0.05
7.546254150478399,0.05
7.6618539563620605,0.05
7.9754454199300335,0.05
7.853427830350957,0.05
7.541110034864627,0.05
7.959573377337314,0.05
7.6411140017398385,0.05
7.578490437138571,0.05
7.747672130699475,0.05
7.795856179574481,0.05
7.763520508872369,0.05
7.734995261860232,0.05
7.751872139438965,0.05
7.818786118974162,0.05
7.822475395147775,0.05
8.007657390563148,0.05
7.70242949813441,0.05
7.515458376296786,0.05
7.9450590118167845,0.05
7.825513659845051,0.05
7.671359619331639,0.05
7.827037972635556,0.05
7.629469275960401,0.05
7.733063386291737,0.05
7.821647952094227,0.05
7.480199437393392,0.05
7.635056769877589,0.05
7.913549164976243,0.05
7.691034026236018,0.05
7.738752929980389,0.05
8.000964729583893,0.05
7.935520042002212,0.05
7.690711556010024,0.05
7.810319693032264,0.05
7.573198117632534,0.05
7.740206797274034,0.05
7.839825094334518,0.05
7.709824301863015,0.05
7.672580464994104,0.05
7.707919964791251,0.05
7.7370295280893115,0.05
7.937767926720978,0.05
7.739357786631205,0.05
7.717236397118204,0.05
7.742192291191191,0.05
8.007102667076158,0.05
7.621170378484224,0.05
7.751347120458298,0.05
7.691722677578502,0.05
7.84406353211944,0.05
7.640291419483607,0.05
7.652393208796997,0.05
7.882971569165124,0.05
7.654971686261999,0.05
7.5828235535971125,0.05
7.872618595457955,0.05
7.598075101937085,0.05
7.6893934241076725,0.05
7.599936492894658,0.05
7.761942787273236,0.05
7.6832024100321945,0.05
7.9477816840532975,0.05
7.6145055007341345,0.05
7.542670842884073,0.05
7.746664945518953,0.05
7.591305409604908,0.05
7.697684618824379,0.05
7.732024514587041,0.05
7.6667818793763605,0.05
7.830008891077039,0.05
7.5111969225279,0.05
7.671412118837937,0.05
7.704267596117479,0.05
7.754762863571369,0.05
7.665203100051913,0.05
7.721371427666335,0.05
7.744422248426206,0.05
7.771391599729472,0.05
7.4602492904347235,0.05
7.766849453766833,0.05
7.795826614221785,0.05
7.6623758213450355,0.05
7.87581497137673,0.05
7.619820323525437,0.05
7.513566623884869,0.05
7.863778269847411,0.05
7.760935162549205,0.05
7.751420026644027,0.05
7.637112951351029,0.05
7.6277769846117,0.05
7.457277715759222,0.05
7.950318776651703,0.05
7.701551975482614,0.05
7.882195959960483,0.05
7.72302573961018,0.05
7.602616475906018,0.05
7.705878969354051,0.05
7.865515209666403,0.05
7.652513017236324,0.05
7.997455691721895,0.05
7.8313346004041,0.05
7.656289647082179,0.05
7.541174988806821,0.05
7.7611722079127885,0.05
7.909992000979109,0.05
7.758383042699507,0.05
7.6313906245327034,0.05
7.959421533901773,0.05
7.698799180344914,0.05
7.90628730803127,0.05
7.5459589972894205,0.05
7.834430886486231,0.05
7.513283651009262,0.05
7.776758374793423,0.05
7.909067178656729,0.05
7.43358969239216,0.05
7.641219479690658,0.05
7.609099618422,0.05
7.719170161756992,0.05
7.78421829522468,0.05
7.643901662548409,0.05
7.810406709192098,0.05
7.72675945591606,0.05
7.716707135097046,0.05
7.684692230816333,0.05
7.884709850422656,0.05
8.021715700238138,0.05
7.945811490271968,0.05
7.702137481469185,0.05
8.043386001339744,0.05
7.588114507595849,0.05
8.101870077000829,0.05
7.575029442679364,0.05
7.661512161428778,0.05
7.641573593958135,0.05
7.747311823352589,0.05
7.546577849182805,0.05
7.598302939206976,0.05
7.783175324139901,0.05
7.818557042483489,0.05
7.659303394423002,0.05
7.596950895920909,0.05
7.812284663414296,0.05
7.925542244087833,0.05
7.7576658953668405,0.05
7.977510674370827,0.05
7.492723607390628,0.05
7.624131655697777,0.05
7.83136144668501,0.05
7.748121244572529,0.05
7.675420384368133,0.05
7.707886920429807,0.05
7.739455172447956,0.05
7.540208555294938,0.05
7.778603487447149,0.05
7.807928829044567,0.05
7.650335408720448,0.05
7.675451413634742,0.05
7.742309809826814,0.05
7.588301515196804,0.05
7.6448880563863915,0.05
7.645025146919295,0.05
7.617587046092962,0.05
7.904355495336024,0.05
7.688997254844326,0.05
7.656379149706848,0.05
7.45284086893768,0.05
7.658250482767289,0.05
7.587369632119257,0.05
7.5752755552273685,0.05
7.9304579400546835,0.05
7.760899444870159,0.05
7.849400142658703,0.05
7.695072238419025,0.05
7.977143814385724,0.05
7.478654418747432,0.05
7.590998225202343,0.05
7.86869112827665,0.05
7.802712986511824,0.05
7.582971721611721,0.05
7.639209230050345,0.05
7.925992690074174,0.05
7.692638502149761,0.05
7.619121758191107,0.05
7.654408995518716,0.05
7.874971932535336,0.05
7.760392395323641,0.05
7.738915338254615,0.05
7.725588092699478,0.05
7.74346570519792,0.05
7.860956482241253,0.05
7.660667871563923,0.05
7.898163887480016,0.05
7.727222371273564,0.05
7.6675508149559795,0.05
7.7022216234268495,0.05
7.980735311316184,0.05
7.760087197534735,0.05
7.747493462592929,0.05
7.573720062705818,0.05
7.915898900542007,0.05
7.6262236024029075,0.05
7.797268889161036,0.05
7.678222519576977,0.05
8.004997188769753,0.05
7.779360792205577,0.05
7.796530605477327,0.05
7.56916979619587,0.05
7.547580812948376,0.05
7.604198975071974,0.05
7.5417579392605,0.05
7.570111004226659,0.05
7.893956159130228,0.05
7.594552351679227,0.05
7.711411704793498,0.05
7.417140621057602,0.05
7.670799325187547,0.05
7.65313753176782,0.05
7.733063170087118,0.05
7.7724142744201705,0.05
7.736521721416752,0.05
7.835341260257203,0.05
7.497619918825186,0.05
7.665187691429859,0.05
7.863589211114135,0.05
7.689211994787564,0.05
7.729187735237316,0.05
7.744129169526665,0.05
7.782873821987796,0.05
7.7235302351268285,0.05
7.62823084801599,0.05
7.61321198046669,0.05
7.9874680676731105,0.05
7.7462985638424815,0.05
7.415936499569695,0.05
7.978693954880006,0.05
7.753662076129741,0.05
7.641964505607192,0.05
7.826692519665177,0.05
7.527984507287443,0.05
7.690846231048265,0.05
7.73066236208084,0.05
7.789317073321838,0.05
7.638948785990534,0.05
7.8506838336076825,0.05
7.650597172680477,0.05
7.747485500167327,0.05
7.64974844364992,0.05
7.884832480630132,0.05
7.663807439881275,0.05
7.714376182760542,0.05
7.778033520706068,0.05
7.708234100532005,0.05
7.603209981391981,0.05
7.8314570161323935,0.05
7.527080017561243,0.05
7.644525106874279,0.05
7.897309074823712,0.05
7.7519512249053255,0.05
7.902313987055325,0.05
7.689359274686299,0.05
7.80869529544818,0.05
7.7109352254007,0.05
7.839618304209304,0.05
7.667099402167425,0.05
7.755911553907066,0.05
7.793232767629639,0.05
7.571987819581685,0.05
7.899923699349635,0.05
7.588234436720152,0.05
7.717380330371239,0.05
7.639968582524354,0.05
7.621447931745294,0.05
7.970497728373263,0.05
7.651189816545157,0.05
7.88208524578732,0.05
7.954794930468981,0.05
7.663014784735723,0.05
7.68485461271133,0.05
7.740487210103089,0.05
7.6471313982585345,0.05
7.751323728290664,0.05
7.717100130786538,0.05
8.02053931330984,0.05
7.555900442550264,0.05
7.852670870086235,0.05
7.666635769213446,0.05
7.783477994384593,0.05
7.856910389078648,0.05
7.506061586246266,0.05
7.750449020984248,0.05
7.878524574570147,0.05
7.503417669051065,0.05
7.3872636729372925,0.05
7.433291199702775,0.05
7.985850592200915,0.05
7.750329002723668,0.05
7.899879820075389,0.05
7.7500323207885975,0.05
7.602714081896385,0.05
7.561497421862439,0.05
7.769989705760102,0.05
7.691729360405548,0.05
7.7124002353169425,0.05
7.737271019233304,0.05
7.51079844279442,0.05
7.819604070191139,0.05
7.763252475687039,0.05
7.522725815556761,0.05
7.676834645722501,0.05
7.412558752646124,0.05
7.754161445015229,0.05
7.644044330877203,0.05
7.621331312297195,0.05
7.695940575476668,0.05
7.458756542670699,0.05
7.743898727830424,0.05
7.823843574273018,0.05
7.502289159527143,0.05
7.513813399056272,0.05
7.694629267263707,0.05
7.601898023851252,0.05
7.918640448109524,0.05
7.709704212512688,0.05
7.880457768105631,0.05
7.7762924405948555,0.05
7.681691404370708,0.05
7.9091983265716586,0.05
7.743933762854074,0.05
7.800079028998548,0.05
7.702677552949419,0.05
8.033215599028777,0.05
7.630900570785959,0.05
7.574817792533542,0.05
7.93338484505383,0.05
7.723852364362109,0.05
7.513199421697608,0.05
7.846716999591018,0.05
7.638545539242648,0.05
7.7695246941478855,0.05
7.864433120765112,0.05
7.920193627947445,0.05
7.864984460393724,0.05
7.63353475742123,0.05
7.880863805715653,0.05
7.854006111534882,0.05
7.891032579226393,0.05
7.761814518130675,0.05
7.621238657723649,0.05
7.607913978387442,0.05
7.742083573007053,0.05
7.699387645635647,0.05
7.522812493179941,0.05
8.109981915765992,0.05
7.883446815292465,0.05
7.675314390977834,0.05
7.760692664396014,0.05
7.835116793681977,0.05
7.64456014428145,0.05
7.827305546090769,0.05
7.897740353698046,0.05
7.88127919462817,0.05
7.770467985945547,0.05
7.866503289294871,0.05
7.57903258742745,0.05
7.721332446772285,0.05
7.868793425860558,0.05
7.729257008004038,0.05
7.769499642083214,0.05
7.785307541172746,0.05
7.594592365758367,0.05
7.926556370708112,0.05
7.725121071871419,0.05
7.872448755389579,0.05
7.805909040239312,0.05
7.8082604753702745,0.05
7.804856701075886,0.05
7.647118587693955,0.05
7.707929713339755,0.05
8.014305117280212,0.05
7.796035189851679,0.05
7.832167067801299,0.05
7.92334839677162,0.05
7.866028067994911,0.05
7.9094321854599245,0.05
7.718911729783497,0.05
7.8353862214491015,0.05
7.635354390361307,0.05
7.874712377509375,0.05
7.839979926626842,0.05
7.7440243008027,0.05
7.621379765372723,0.05
7.7909796930379365,0.05
7.872881624136785,0.05
7.773508665320885,0.05
7.939763626255224,0.05
7.769250888492203,0.05
7.6721967234534105,0.05
7.801571838107412,0.05
7.786759664538943,0.05
7.666146987877146,0.05
7.668562874075402,0.05
7.513537881057369,0.05
7.7678451622850195,0.05
7.686950683310315,0.05
7.7198241918528,0.05
7.688928135172395,0.05
7.869031742713669,0.05
7.883482565937084,0.05
7.737303827177384,0.05
7.600866962355643,0.05
7.620551226067894,0.05
7.517821751480863,0.05
7.82397495372526,0.05
7.721700641510146,0.05
7.839675064546865,0.05
7.6331271572119626,0.05
7.963534894003416,0.05
7.6846949196167875,0.05
7.927544065803264,0.05
7.817684628571177,0.05
7.536755376240134,0.05
7.814446075981393,0.05
7.528668090696022,0.05
8.00366982900312,0.05
7.425584182709349,0.05
7.8421738776606205,0.05
7.736617848381349,0.05
7.761127978781778,0.05
7.808401683726531,0.05
7.6753947863615295,0.05
7.780957982697215,0.05
7.6743502700962525,0.05
7.715363787777191,0.05
7.592703501546542,0.05
7.715498492218619,0.05
7.670387035415177,0.05
7.833324004045366,0.05
7.544354412042516,0.05
7.868715305353096,0.05
7.572313173649285,0.05
7.690491550278415,0.05
7.776597947510926,0.05
7.745207856371451,0.05
7.7008275515134414,0.05
7.764049144153591,0.05
7.611982407036205,0.05
7.759801517556714,0.05
7.924109689729415,0.05
7.7621508540438215,0.05
7.7773439915208105,0.05
7.686163554054809,0.05
7.81730202349544,0.05
7.636367011682703,0.05
7.8122372841330705,0.05
7.697775541577949,0.05
7.799360311036561,0.05
8.088006920219458,0.05
7.783865215980615,0.05
7.853547044598111,0.05
7.700912064986034,0.05
7.772183164283823,0.05
7.765907441371349,0.05
7.54977730911311,0.05
7.7591634368210505,0.05
7.552624715574952,0.05
7.886651881218977,0.05
7.721396035017407,0.05
7.885512100122318,0.05
7.56962437649757,0.05
7.852288014599684,0.05
7.900885823156171,0.05
7.763884753396585,0.05
7.70934429584683,0.05
7.728834737390533,0.05
7.747274861531878,0.05
7.489132822354539,0.05
7.845571056704975,0.05
7.794004468378811,0.05
7.571561855191518,0.05
7.799431564779575,0.05
7.702173509424674,0.05
7.9569382771709005,0.05
7.6684923211134866,0.05
7.809179597130804,0.05
7.805388626377358,0.05
7.656297757935687,0.05
7.968415753257999,0.05
7.681643844836591,0.05
7.793110997894349,0.05
7.729047108965543,0.05
7.742856561765293,0.05
7.704828056058647,0.05
7.773907906279126,0.05
7.4522575566973925,0.05
7.5528515050022405,0.05
7.584788336763948,0.05
7.7843403392606065,0.05
7.795821346653179,0.05
7.7819039320935195,0.05
7.796190712035684,0.05
7.649443989886829,0.05
7.744830428832245,0.05
7.560974136002963,0.05
7.589478258968111,0.05
7.815536947065753,0.05
7.597019449563402,0.05
7.631525541946712,0.05
7.624443893320418,0.05
7.762651465638669,0.05
7.555200867341443,0.05
7.774090669580086,0.05
7.797206320777909,0.05
7.8075070562852575,0.05
7.774234838549739,0.05
7.78844703753682,0.05
7.413871059210251,0.05
7.697976547400949,0.05
7.955163443173721,0.05
7.8214704640617425,0.05
7.754759941338635,0.05
7.543681491434316,0.05
7.899094012502349,0.05
7.8666327141211925,0.05
7.562396034896213,0.05
7.534080450121116,0.05
7.713192208847884,0.05
7.7506309230518795,0.05
7.805133083487504,0.05
7.9519140670531545,0.05
7.738738086759923,0.05
7.7006175394332335,0.05
7.463657161037616,0.05
7.936214249185699,0.05
7.658968146114282,0.05
7.861865480373784,0.05
7.864708877483241,0.05
8.048591886453366,0.05
7.7962357977374115,0.05
7.943559138194804,0.05
7.872885939846527,0.05
7.6945755977730625,0.05
7.834516422929089,0.05
7.721322663081309,0.05
7.801380853393277,0.05
7.736047335672983,0.05
7.635527762838292,0.05
7.629753804738068,0.05
7.5030403039308196,0.05
7.564865095320887,0.05
7.6346450775159385,0.05
7.701054677102505,0.05
8.016690210259169,0.05
7.803830891604487,0.05
7.725073534176117,0.05
7.718768532554163,0.05
7.752700319991,0.05
7.82921895875473,0.05
7.769302931719591,0.05
7.588160332354075,0.05
7.552810047084472,0.05
7.885386063221874,0.05
7.967773880644132,0.05
7.8082959782244545,0.05
7.593464888740657,0.05
7.810438727184133,0.05
7.416906914515916,0.05
8.050244455563139,0.05
7.664992824628583,0.05
7.6854301458348,0.05
7.861933846258469,0.05
7.8483627937046485,0.05
7.697019539190557,0.05
7.49488938761585,0.05
7.540503724610057,0.05
7.45647111793724,0.05
7.598393973064787,0.05
7.760680583334813,0.05
7.726827332748669,0.05
7.947124565202004,0.05
7.860391935103877,0.05
7.520770710448268,0.05
7.710535606595912,0.05
7.877692849203618,0.05
7.678329000141558,0.05
7.75042525336756,0.05
8.041612474230568,0.05
7.634256815806493,0.05
7.681436607282294,0.05
7.756209324778772,0.05
7.681724465820747,0.05
7.6868188909067925,0.05
7.657747043172473,0.05
7.877517867353175,0.05
7.46304255301177,0.05
8.060264078057855,0.05
7.833528967704862,0.05
7.627292494072188,0.05
7.66752495670006,0.05
7.767469921766087,0.05
7.904909060546911,0.05
7.66730208152856,0.05
7.601285759058819,0.05
7.760117241301916,0.05
7.6289444826129875,0.05
7.764117337983355,0.05
7.781063800530474,0.05
7.467933161544364,0.05
7.77617247104294,0.05
7.718736259384475,0.05
7.742757040377381,0.05
7.719000828051328,0.05
7.857136851593898,0.05
7.439229621159662,0.05
7.78605438830126,0.05
7.720857941064432,0.05
7.925673478768614,0.05
7.762175468206541,0.05
7.649075278180347,0.05
7.632968532547343,0.05
7.53174435512358,0.05
7.7770106501723975,0.05
7.500301653753385,0.05
7.861890290552086,0.05
7.496739393345648,0.05
7.573312006084479,0.05
7.711543868806736,0.05
7.8137571154511285,0.05
7.693562535585524,0.05
7.8682320964067,0.05
7.927486950854015,0.05
7.846986008652501,0.05
7.804165073295846,0.05
7.637061531109514,0.05
7.690591007011895,0.05
7.901007034935866,0.05
7.758201391862506,0.05
7.855323413748347,0.05
7.747700727645188,0.05
8.056416119892091,0.05
7.707908356440464,0.05
7.760817857669406,0.05
7.443992317345545,0.05
7.769465838647932,0.05
7.968607117219229,0.05
7.941095601732047,0.05
7.679931189795037,0.05
7.848762446375415,0.05
7.717060000266046,0.05
